# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = corrosion_model_model
# start_datetime = 2023-01-23 00:24:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 250
#     num_warmup = 2000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.84999999999999998
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /Users/ddifrancesco/Github/Bayes-Lund2023/Bayes-Lund2023_presentation/tmp/corrosion_model_data_3.json
# init = 2 (Default)
# random
#   seed = 3811326660 (Default)
# output
#   file = /Users/ddifrancesco/Github/Bayes-Lund2023/Bayes-Lund2023_presentation/tmp/corrosion_model_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu_beta,sigma_beta,depth_true_i1.1,depth_true_i1.2,depth_true_i1.3,depth_true_i1.4,depth_true_i1.5,depth_true_i1.6,depth_true_i1.7,depth_true_i1.8,depth_true_i1.9,depth_true_i1.10,delta_depth.1,delta_depth.2,delta_depth.3,delta_depth.4,delta_depth.5,delta_depth.6,delta_depth.7,delta_depth.8,delta_depth.9,delta_depth.10,depth_true_i2.1,depth_true_i2.2,depth_true_i2.3,depth_true_i2.4,depth_true_i2.5,depth_true_i2.6,depth_true_i2.7,depth_true_i2.8,depth_true_i2.9,depth_true_i2.10,growth.1,growth.2,growth.3,growth.4,growth.5,growth.6,growth.7,growth.8,growth.9,growth.10,CGR_pp
3.60831,0.794319,0.216673,5,31,0,8.89114,-0.015354,0.30837,4.01735,3.57313,10.9609,5.61983,19.874,2.48262,0.487659,8.14423,5.53973,6.93678,2.53186,3.85584,4.67016,1.30965,1.69652,2.95606,2.6515,2.71517,2.32077,3.70803,6.54921,7.42897,15.6311,6.92948,21.5705,5.43868,3.13916,10.8594,7.8605,10.6448,0.843953,1.28528,1.55672,0.43655,0.565506,0.985353,0.883835,0.905057,0.773591,1.23601,1.04327
1.1664,0.968918,0.216673,5,31,0,8.69479,-0.31307,0.743313,4.90105,3.87628,11.4893,6.45878,17.9058,1.30384,1.32566,8.89198,6.7098,7.95677,0.962763,3.60367,3.91955,5.69741,3.75916,4.19265,1.26668,1.71645,1.05919,2.58964,5.86381,7.47996,15.4089,12.1562,21.665,5.49648,2.59234,10.6084,7.76899,10.5464,0.320921,1.20122,1.30652,1.89914,1.25305,1.39755,0.422226,0.57215,0.353063,0.863212,1.01639
6.56725,0.994128,0.216673,5,31,0,6.74774,-0.374346,0.370235,4.64237,3.90307,11.8245,5.52155,19.9226,1.1896,0.705847,8.21858,6.47674,7.00307,1.35082,3.44797,3.67171,1.4305,1.96613,4.0687,2.26082,2.45877,1.22473,3.63658,5.99319,7.35104,15.4962,6.95205,21.8887,5.25829,2.96666,10.6773,7.70147,10.6397,0.450274,1.14932,1.2239,0.476833,0.655377,1.35623,0.753606,0.819589,0.408242,1.21219,1.041
5.43434,0.926508,0.216673,4,15,0,2.17894,-0.210073,0.479303,4.62305,4.43867,11.9181,5.60094,20.364,1.58911,0.54618,7.87336,6.48983,7.6373,1.85965,3.43989,3.36431,2.34947,1.76321,3.62927,2.1287,3.13249,1.1335,2.99686,6.4827,7.87856,15.2824,7.9504,22.1272,5.21838,2.67488,11.0059,7.62333,10.6342,0.619883,1.14663,1.12144,0.783156,0.587738,1.20976,0.709566,1.04416,0.377834,0.998953,1.64245
14.1564,0.983533,0.216673,4,15,0,0.204569,-0.023423,0.237702,3.6907,3.78093,10.7298,6.76797,18.8283,2.65166,1.05865,8.4143,5.89396,7.85301,2.62229,3.78052,4.53879,2.29924,3.56949,2.66797,2.02681,2.34646,2.01648,2.8502,6.31299,7.56145,15.2686,9.06721,22.3978,5.31963,3.08546,10.7608,7.91044,10.7032,0.874097,1.26017,1.51293,0.766414,1.18983,0.889323,0.675603,0.782153,0.672161,0.950067,0.87896
12.832,0.851179,0.216673,5,31,0,-6.89662,-0.191388,0.424025,4.21682,4.13102,11.169,5.90373,18.8095,1.73024,0.447842,8.54187,5.87822,7.66919,1.94488,3.37207,4.00897,4.35346,3.2502,3.75822,2.58381,2.02591,1.80548,2.9988,6.1617,7.5031,15.178,10.2572,22.0597,5.48846,3.03165,10.5678,7.68369,10.668,0.648295,1.12402,1.33632,1.45115,1.0834,1.25274,0.86127,0.675303,0.601825,0.999601,1.1225
11.6958,0.952327,0.216673,4,15,0,-6.30551,0.0825045,0.333263,4.4412,3.30998,10.8499,6.00087,19.005,2.05844,1.07959,8.36903,5.7697,7.09638,1.85364,4.45325,4.48672,1.74223,3.6232,3.38647,1.9361,2.2403,1.92479,3.50665,6.29484,7.76323,15.3366,7.74311,22.6282,5.44491,3.01569,10.6093,7.69448,10.603,0.617879,1.48442,1.49557,0.580744,1.20773,1.12882,0.645366,0.746766,0.641595,1.16888,0.858639
11.8122,0.881609,0.216673,4,15,0,-2.38391,0.0454162,0.396209,3.34209,3.5669,11.19,6.17109,18.9433,1.59619,0.334794,8.75176,5.90253,7.73306,2.83557,3.90086,4.45807,3.86163,3.00766,3.68082,2.10707,2.11276,2.18063,2.96946,6.17767,7.46776,15.648,10.0327,21.9509,5.27702,2.44187,10.8645,8.08316,10.7025,0.945191,1.30029,1.48602,1.28721,1.00255,1.22694,0.702358,0.704254,0.726877,0.989819,1.88527
10.0646,0.945674,0.216673,4,31,0,-2.46837,0.108499,0.286238,3.72246,3.88628,12.0994,6.38744,18.9206,1.60677,0.537287,9.19303,6.00975,6.94331,2.6456,3.27174,3.39972,3.25435,3.2262,3.71799,2.38734,1.90941,1.75983,3.97963,6.36806,7.15802,15.4992,9.64179,22.1468,5.32476,2.92463,11.1024,7.76958,10.9229,0.881867,1.09058,1.13324,1.08478,1.0754,1.23933,0.795781,0.63647,0.586609,1.32654,1.27582
12.8595,0.888406,0.216673,4,31,0,-1.66527,-0.305946,0.229047,4.11021,3.90727,12.4547,6.24589,19.4331,2.00664,0.717686,8.76138,5.73798,7.9867,2.07291,3.25544,2.9273,1.99789,2.78813,3.19401,1.91606,2.2023,1.94294,2.71897,6.18312,7.16271,15.382,8.24378,22.2212,5.20065,2.63374,10.9637,7.68092,10.7057,0.69097,1.08515,0.975767,0.665963,0.929377,1.06467,0.638685,0.734101,0.647648,0.906323,0.86651
10.1751,0.81362,0.216673,4,15,0,-1.48856,-0.0681438,0.270805,3.58244,3.59355,12.4472,5.76906,19.752,1.80402,0.829166,9.13806,6.00985,7.98751,2.41997,3.58045,2.84403,3.00049,2.18449,3.53062,2.00616,1.89169,1.85718,2.70396,6.00241,7.17399,15.2912,8.76955,21.9365,5.33464,2.83533,11.0298,7.86702,10.6915,0.806658,1.19348,0.948011,1.00016,0.728162,1.17687,0.668721,0.630563,0.619059,0.901318,0.908146
11.8358,0.84984,0.216673,4,15,0,1.4805,-0.0492801,0.270064,3.68916,3.80127,11.5504,6.45565,18.965,2.19286,0.744579,8.26338,5.34275,7.86168,2.78292,3.28478,3.62933,1.75635,3.1531,3.3166,2.24676,2.28855,2.2611,2.89754,6.47209,7.08606,15.1797,8.212,22.1181,5.50946,2.99134,10.5519,7.60385,10.7592,0.927641,1.09493,1.20978,0.58545,1.05103,1.10553,0.748921,0.76285,0.7537,0.965845,0.846898
7.80566,0.909182,0.216673,4,15,0,1.35765,-0.129849,0.24173,3.69382,4.65653,11.6729,6.85141,19.3804,1.40564,0.193545,9.06312,5.55621,7.0101,2.27116,3.27388,3.73033,3.92595,2.91705,3.91522,2.62847,2.12145,2.2737,3.52732,5.96498,7.93042,15.4032,10.7774,22.2974,5.32085,2.82202,11.1846,7.82991,10.5374,0.757053,1.09129,1.24344,1.30865,0.972351,1.30507,0.876157,0.707149,0.757899,1.17577,1.01252
6.47534,0.804124,0.216673,4,31,0,8.00862,0.0119014,0.341662,3.84792,4.78561,11.0863,6.42175,19.0618,1.38014,0.220929,8.74136,5.66788,6.97722,2.60189,2.19953,4.18815,3.66993,3.08887,3.92143,2.26411,1.82605,2.12378,3.87419,6.44981,6.98514,15.2744,10.0917,22.1506,5.30157,2.48504,10.5674,7.79166,10.8514,0.867297,0.733177,1.39605,1.22331,1.02962,1.30714,0.754704,0.608682,0.707928,1.2914,1.04083
10.4588,1,0.216673,4,15,0,-0.962691,0.00883516,0.323221,3.83924,4.84822,11.0517,5.95015,19.0914,1.24407,0.286373,8.65105,5.57342,7.00321,2.25365,2.5108,4.3909,2.95542,3.36577,4.15187,2.5685,2.47685,2.01032,3.40471,6.09289,7.35901,15.4426,8.90557,22.4572,5.39594,2.85488,11.1279,7.58374,10.4079,0.751217,0.836932,1.46363,0.98514,1.12192,1.38396,0.856167,0.825615,0.670107,1.1349,0.96455
8.37485,0.911924,0.216673,4,15,0,-1.22782,0.0570293,0.335886,3.61816,4.51813,10.7846,5.59057,19.2051,1.26128,0.191424,8.6028,5.77413,6.94908,2.38877,2.82621,4.32483,4.49975,2.97077,4.29687,2.52445,2.54562,2.44496,3.7947,6.00692,7.34434,15.1095,10.0903,22.1759,5.55815,2.71588,11.1484,8.21909,10.7438,0.796255,0.94207,1.44161,1.49992,0.990255,1.43229,0.841485,0.84854,0.814987,1.2649,1.18651
11.7184,0.915293,0.216673,4,31,0,0.120347,-0.0621514,0.320432,4.47804,4.31363,10.617,5.87055,19.9846,1.43178,0.932505,8.66824,5.839,7.24598,1.57889,3.14364,4.47539,2.43927,2.27224,3.99265,2.21854,2.12419,1.80778,3.324,6.05693,7.45727,15.0924,8.30982,22.2568,5.42442,3.15105,10.7924,7.64679,10.57,0.526295,1.04788,1.4918,0.813091,0.757415,1.33088,0.739514,0.708063,0.602594,1.108,0.600335
13.0573,0.842886,0.216673,4,31,0,-2.03201,-0.121995,0.335571,4.081,3.89177,10.7524,5.20043,19.4415,1.48281,0.694351,8.70871,6.43818,7.55256,2.03009,3.61146,4.39046,2.34474,2.90223,3.87199,1.96187,2.16052,1.80674,3.29148,6.11109,7.50323,15.1429,7.54517,22.3438,5.3548,2.65622,10.8692,8.24492,10.844,0.676697,1.20382,1.46349,0.78158,0.96741,1.29066,0.653958,0.720175,0.602245,1.09716,0.818232
11.8402,0.821701,0.216673,3,15,0,-1.98544,-0.113635,0.477891,3.77924,3.91658,11.124,5.54918,19.1995,1.79461,1.14429,8.79422,6.59661,7.55756,2.0468,3.77506,4.46172,3.8696,2.86456,3.70976,1.84033,1.80935,1.24513,2.79204,5.82605,7.69164,15.5857,9.41878,22.0641,5.50437,2.98461,10.6036,7.84175,10.3496,0.682268,1.25835,1.48724,1.28987,0.954853,1.23659,0.613442,0.603116,0.415044,0.93068,0.52927
7.69965,0.931254,0.216673,4,15,0,-1.22012,-0.301668,0.461988,3.70564,4.19607,10.8796,6.61537,18.852,1.80954,0.744249,8.23374,7.00278,8.12225,2.45141,3.07592,4.78781,1.76253,3.15024,3.54718,2.23735,2.65308,0.712564,2.70687,6.15705,7.27199,15.6674,8.3779,22.0023,5.35672,2.9816,10.8868,7.71535,10.8291,0.817135,1.02531,1.59594,0.58751,1.05008,1.18239,0.745785,0.884361,0.237521,0.90229,1.73996
10.0034,0.905736,0.216673,5,31,0,2.45842,-0.150948,0.494063,4.50996,3.66227,11.8324,6.64128,19.476,2.24666,1.5082,8.89352,5.7282,6.8343,1.71356,3.98432,3.64489,4.10957,2.84555,3.22808,1.35347,1.79346,2.31998,3.63703,6.22352,7.6466,15.4773,10.7508,22.3215,5.47475,2.86167,10.687,8.04818,10.4713,0.571187,1.32811,1.21496,1.36986,0.948518,1.07603,0.451157,0.59782,0.773327,1.21234,0.443987
9.13422,0.819667,0.216673,5,31,0,0.401756,-0.177246,0.422642,3.76624,3.87585,11.0086,6.74675,18.7926,1.81468,0.268514,8.3605,6.40792,8.37255,2.78088,3.67426,4.12524,1.48241,3.42314,3.47661,2.42531,2.70525,1.57406,2.11509,6.54712,7.55011,15.1338,8.22916,22.2157,5.2913,2.69382,11.0657,7.98198,10.4876,0.92696,1.22475,1.37508,0.494136,1.14105,1.15887,0.808436,0.901749,0.524688,0.70503,0.504718
5.0093,0.72632,0.216673,5,31,0,7.12046,-0.197942,0.275906,3.99946,3.65772,11.2889,5.59908,20.1482,1.68123,1.09002,8.18149,6.46017,6.65481,1.84365,3.91792,3.60033,2.25943,2.30233,3.45518,2.03147,2.44093,1.4848,3.32805,5.84311,7.57564,14.8893,7.85851,22.4505,5.13641,3.12149,10.6224,7.94497,9.98287,0.614549,1.30597,1.20011,0.753144,0.767444,1.15173,0.677157,0.813643,0.494933,1.10935,0.976886
7.39981,0.975127,0.216673,4,15,0,2.43138,-0.125126,0.477459,4.47265,3.74246,11.5317,5.71313,19.4404,2.28572,0.545113,8.14643,6.40369,6.65747,1.95771,3.8838,4.24207,2.2735,2.41313,3.32024,2.10841,2.83691,1.24069,4.41413,6.43036,7.62626,15.7737,7.98663,21.8535,5.60596,2.65353,10.9833,7.64439,11.0716,0.65257,1.2946,1.41402,0.757835,0.804376,1.10675,0.702804,0.945637,0.413564,1.47138,1.75581
8.58657,0.955786,0.216673,5,31,0,8.89071,-0.152803,0.346836,3.84571,3.76427,11.0921,6.51186,18.6684,1.64608,0.431788,8.9518,6.16021,8.50484,2.40509,3.90303,4.0129,5.24306,3.12847,3.80996,2.37601,1.90323,1.92476,2.24398,6.25081,7.6673,15.105,11.7549,21.7969,5.45604,2.8078,10.855,8.08498,10.7488,0.801698,1.30101,1.33763,1.74769,1.04282,1.26999,0.792003,0.634411,0.641587,0.747994,0.848093
5.97658,0.745356,0.216673,4,31,0,5.79409,0.0530377,0.345392,4.01578,3.93783,10.7662,6.20705,19.9542,2.15599,1.03539,8.23209,5.96739,7.55875,2.20895,3.87692,5.14756,1.24139,2.73536,3.50592,1.86517,2.89657,1.75823,3.3178,6.22473,7.81475,15.9138,7.44844,22.6896,5.66191,2.90055,11.1287,7.72563,10.8765,0.736317,1.29231,1.71585,0.413796,0.911785,1.16864,0.621722,0.965522,0.586078,1.10593,1.20747
11.1033,0.984304,0.216673,3,7,0,-0.624978,0.0178279,0.402909,4.19879,3.68953,10.5834,6.42531,19.1005,1.75422,1.04829,8.33706,5.97671,7.41303,2.19155,3.57156,4.33951,1.822,2.76236,3.3051,1.66437,2.4153,2.00351,3.21917,6.39035,7.26109,14.9229,8.24731,21.8629,5.05932,2.71266,10.7524,7.98022,10.6322,0.730518,1.19052,1.4465,0.607333,0.920787,1.1017,0.55479,0.8051,0.667837,1.07306,0.865196
4.64938,1,0.216673,4,15,0,1.82979,0.10832,0.343145,3.44066,3.04611,10.6674,4.99369,19.0712,1.53465,0.756976,8.46869,5.36117,7.67352,3.10325,4.4353,4.2207,7.24623,3.08976,3.70849,1.96163,2.46374,2.70046,2.8774,6.54391,7.48141,14.8881,12.2399,22.1609,5.24314,2.7186,10.9324,8.06163,10.5509,1.03442,1.47843,1.4069,2.41541,1.02992,1.23616,0.653875,0.821246,0.900153,0.959134,0.481236
1.95219,0.738265,0.216673,5,31,0,12.5454,-0.52806,0.49139,4.55241,4.29731,11.0929,5.38522,19.1992,1.9236,0.843501,8.5889,6.97161,7.48199,1.1321,3.37502,4.40146,1.49521,3.00598,3.40356,2.36844,1.759,0.528958,2.95925,5.68451,7.67233,15.4944,6.88042,22.2051,5.32716,3.21194,10.3479,7.50056,10.4412,0.377365,1.12501,1.46715,0.498402,1.00199,1.13452,0.789481,0.586333,0.176319,0.986416,0.55694
4.27078,0.940185,0.216673,4,31,0,9.6956,-0.138264,0.590167,4.76,3.43891,12.2792,6.8342,19.1033,2.09646,0.341092,8.89931,6.44525,7.70375,1.06761,4.3313,3.05271,2.16017,2.932,3.16367,2.11433,2.09629,1.78478,2.9145,5.82761,7.77021,15.3319,8.99437,22.0353,5.26013,2.45542,10.9956,8.23003,10.6183,0.35587,1.44377,1.01757,0.720058,0.977332,1.05456,0.704777,0.698764,0.594928,0.971501,1.8227
4.39852,0.889377,0.216673,4,15,0,10.5753,-0.076768,0.402639,3.09178,4.73025,10.5275,5.4565,19.2052,2.56159,0.764898,9.14712,5.8227,7.81509,3.54562,2.45099,4.81531,2.24961,3.14795,2.61644,1.88062,1.70607,2.21463,2.5576,6.6374,7.18124,15.3428,7.70611,22.3532,5.17803,2.64551,10.8532,8.03733,10.3727,1.18187,0.816996,1.6051,0.749871,1.04932,0.872148,0.626872,0.568691,0.738211,0.852535,0.487704
2.59133,0.862089,0.216673,5,31,0,9.75277,-0.236527,0.527993,4.50437,3.14041,12.567,5.26855,18.7362,1.74826,1.37192,7.63181,6.36917,7.02463,1.77333,4.36381,2.95464,1.11162,3.61804,3.79509,1.50028,3.40286,1.25998,3.2802,6.2777,7.50421,15.5216,6.38017,22.3542,5.54334,2.87221,11.0347,7.62915,10.3048,0.591109,1.4546,0.984881,0.370539,1.20601,1.26503,0.500095,1.13429,0.419994,1.0934,0.785465
6.68359,0.808603,0.216673,4,15,0,9.26047,-0.118839,0.472716,3.83155,3.72489,11.5089,6.28588,19.558,1.77398,1.23328,9.56053,6.36234,8.32534,2.323,3.75746,3.54408,5.23391,2.3149,3.52606,1.6858,1.72681,1.32555,2.52897,6.15455,7.48236,15.053,11.5198,21.8729,5.30003,2.91907,11.2873,7.6879,10.8543,0.774335,1.25249,1.18136,1.74464,0.771632,1.17535,0.561932,0.575604,0.441851,0.84299,1.20804
6.87363,0.907889,0.216673,5,31,0,5.69896,0.16707,0.305927,3.92785,3.72108,11.8638,5.9301,19.3995,2.15818,0.720212,8.73905,6.3763,7.03961,2.34075,4.11553,2.99815,3.90383,2.64511,2.98598,2.13108,1.74037,1.59996,3.53614,6.2686,7.83661,14.8619,9.83393,22.0446,5.14416,2.85129,10.4794,7.97626,10.5757,0.78025,1.37184,0.999384,1.30128,0.881705,0.995325,0.71036,0.580123,0.53332,1.17871,1.24963
3.30644,0.960841,0.216673,5,31,0,7.15966,-0.284092,0.844436,4.89678,3.75228,10.5281,6.47424,19.0586,1.60946,1.31121,8.47891,6.6335,8.09433,1.38788,3.52591,5.32635,0.331751,3.25963,3.83423,1.42388,2.01857,1.20202,2.29076,6.28466,7.27819,15.8544,6.80599,22.3182,5.44369,2.73508,10.4975,7.83552,10.3851,0.462626,1.1753,1.77545,0.110584,1.08654,1.27808,0.474626,0.672858,0.400673,0.763585,1.14527
8.909,0.96576,0.216673,4,15,0,2.58154,-0.136759,0.6318,4.17038,3.50653,10.745,6.06342,19.0757,1.70091,0.768278,8.58214,6.16073,7.62369,1.95374,4.10228,5.09059,0.726158,3.18008,3.46303,2.12137,2.69656,1.60011,3.19977,6.12412,7.60881,15.8356,6.78958,22.2558,5.16395,2.88964,11.2787,7.76084,10.8235,0.651248,1.36743,1.69686,0.242053,1.06003,1.15434,0.707122,0.898852,0.53337,1.06659,2.14043
8.21239,0.962732,0.216673,5,31,0,-0.842397,-0.254383,0.482742,4.84577,3.9376,11.227,5.98121,19.6597,2.39327,1.1064,8.86814,6.42176,7.23591,1.5326,3.25931,3.88768,5.8404,2.2325,3.15869,1.50564,1.98933,1.33583,3.30474,6.37837,7.19691,15.1147,11.8216,21.8922,5.55196,2.61204,10.8575,7.75758,10.5406,0.510867,1.08644,1.29589,1.9468,0.744167,1.0529,0.50188,0.663109,0.445275,1.10158,0.607673
10.3562,0.822823,0.216673,4,15,0,-0.724351,-0.188124,0.334524,4.53299,3.50279,11.246,6.07628,19.0629,2.75404,1.20945,8.57523,5.97952,7.19924,1.86851,3.61615,3.88407,1.41581,3.1062,3.00363,1.87162,2.38059,1.86182,3.27667,6.4015,7.11894,15.1301,7.49209,22.169,5.75767,3.08107,10.9558,7.84134,10.4759,0.622837,1.20538,1.29469,0.471937,1.0354,1.00121,0.623874,0.793531,0.620608,1.09222,0.763849
12.1864,0.967983,0.216673,4,31,0,-1.35143,-0.190268,0.359906,4.40901,3.60374,11.2946,6.35399,19.1247,2.35394,0.833064,8.43922,6.21534,7.21221,1.59972,3.79924,4.15304,1.66261,3.09153,3.1888,1.65097,2.59111,1.67203,2.92315,6.00873,7.40298,15.4477,8.01661,22.2162,5.54274,2.48403,11.0303,7.88736,10.1354,0.53324,1.26641,1.38435,0.554204,1.03051,1.06293,0.550323,0.863704,0.557343,0.974382,0.881178
12.4958,0.948187,0.216673,4,15,0,-4.5018,0.00358284,0.289209,4.07987,3.89941,10.7316,5.80003,19.0885,1.64753,0.543358,8.61698,6.10494,7.98455,2.35849,3.92186,4.42999,4.16688,3.25671,3.53109,2.28404,2.15127,1.62828,3.12801,6.43836,7.82126,15.1616,9.96692,22.3452,5.17862,2.8274,10.7682,7.73322,11.1126,0.786164,1.30729,1.47666,1.38896,1.08557,1.17703,0.761347,0.71709,0.542759,1.04267,1.33822
6.28883,0.915757,0.216673,4,15,0,0.576604,-0.158556,0.380319,4.11002,4.74518,11.5097,5.38322,18.1613,1.34545,0.931908,9.22766,5.76966,8.06245,2.23606,2.97415,3.56507,1.93951,4.31037,3.6459,1.82457,1.78618,1.98084,2.82814,6.34608,7.71933,15.0747,7.32273,22.4716,4.99135,2.75648,11.0138,7.75049,10.8906,0.745352,0.991383,1.18836,0.646504,1.43679,1.2153,0.60819,0.595394,0.660279,0.942713,0.776616
8.46835,0.935039,0.216673,4,31,0,4.0391,-0.129321,0.375918,3.71701,4.64471,10.8854,6.58805,19.0252,1.93198,0.529724,9.35493,5.77603,7.27941,2.42812,3.13894,4.17966,2.83728,3.43988,3.02647,2.28801,1.28324,1.78267,3.51214,6.14513,7.78365,15.0651,9.42533,22.465,4.95845,2.81773,10.6382,7.5587,10.7915,0.809374,1.04631,1.39322,0.94576,1.14663,1.00882,0.76267,0.427747,0.594222,1.17071,0.754883
